city	city_ascii	province_id	province_name	lat	lng	population	density	timezone	ranking	postal	id	station_names	station_ids
Studholm	Studholm	NB	New Brunswick	45.8133	-65.5747	3522.0	7.8	America/Moncton	4	E5P E4G	1124001373	['COLLINA']	['8101152']
Lorette	Lorette	MB	Manitoba	49.7414	-96.8761	3512.0	743.8	America/Winnipeg	3	R5K	1124000429	[]	[]
Saint-Faustin--Lac-Carré	Saint-Faustin--Lac-Carre	QC	Quebec	46.0813	-74.4668	3499.0	28.8	America/Toronto	4	J0T	1124677642	['ST FAUSTIN', 'ST-JOVITE', 'MONT-TREMBLANT']	['7037230', '703GDKB', '7045335']
Morris-Turnberry	Morris-Turnberry	ON	Ontario	43.85	-81.25	3496.0	9.1	America/Toronto	3	N0G	1124001124	['WINGHAM CKNX', 'JAMESTOWN']	['6129543', '6143905']
Placentia	Placentia	NL	Newfoundland and Labrador	47.2458	-53.9611	3496.0	60.2	America/St_Johns	3	A0B	1124471582	['ARGENTIA A', 'ARGENTIA A', 'DUNVILLE', 'PLACENTIA']	['8400100', '8400102', '8401528', '8402956']
Saint-Pascal	Saint-Pascal	QC	Quebec	47.5333	-69.8	3490.0	58.8	America/Toronto	3	G0L	1124617986	['KAMOURASKA', 'ST PASCAL']	['7053380', '7057625']
Mulmur	Mulmur	ON	Ontario	44.1917	-80.1083	3478.0	12.1	America/Toronto	3	L9V	1124001711	['RUSKVIEW']	['6147229']
Blind River	Blind River	ON	Ontario	46.1833	-82.95	3472.0	6.6	America/Toronto	3	P0R	1124244510	['BLIND RIVER', 'BLIND RIVER HYDRO CENTRE']	['6050801', '6050805']
Dunham	Dunham	QC	Quebec	45.1333	-72.8	3471.0	17.8	America/Toronto	3	J0E	1124514371	['DUNHAM', 'DUNHAM']	['7022245', '7022246']
High Level	High Level	AB	Alberta	58.5169	-117.1361	3461.0	108.2	America/Edmonton	3	T0H	1124099423	['HIGH LEVEL A', 'HIGH LEVEL RS']	['3073145', '3073150']
Havre-Saint-Pierre	Havre-Saint-Pierre	QC	Quebec	50.2333	-63.6	3460.0	1.2	America/Toronto	3	G0G	1124890113	['HAVRE ST PIERRE', 'HAVRE ST PIERRE A', 'HAVRE-SAINT-PIERRE A', 'HAVRE-SAINT-PIERRE A', 'HAVRE ST. PIERRE']	['7043012', '7043017', '7043018', '7043020', '7043019']
Saint-Anselme	Saint-Anselme	QC	Quebec	46.6333	-70.9667	3458.0	46.9	America/Toronto	4	G0R	1124041118	[]	[]
Trois-Pistoles	Trois-Pistoles	QC	Quebec	48.12	-69.18	3456.0	450.9	America/Toronto	3	G0L	1124667916	['TROIS PISTOLES']	['7058560']
Grande-Rivière	Grande-Riviere	QC	Quebec	48.4	-64.5	3456.0	39.5	America/Toronto	3	G0C	1124608500	['GRANDE RIVIERE']	['7052820']
Malartic	Malartic	QC	Quebec	48.1333	-78.1333	3449.0	23.2	America/Toronto	3	J0Y	1124600555	[]	[]
Bonavista	Bonavista	NL	Newfoundland and Labrador	48.6597	-53.1208	3448.0	109.4	America/St_Johns	3	A0C	1124990261	['BONAVISTA', 'BONAVISTA']	['8400600', '8400601']
Prince Albert No. 461	Prince Albert No. 461	SK	Saskatchewan	53.1089	-105.6574	3438.0	3.4	America/Regina	4	S6V	1124001802	['PRINCE ALBERT']	['4056230']
Saint-Maurice	Saint-Maurice	QC	Quebec	46.4667	-72.5333	3432.0	37.6	America/Toronto	3	G0X	1124381241	[]	[]
Killarney - Turtle Mountain	Killarney - Turtle Mountain	MB	Manitoba	49.1775	-99.6906	3429.0	3.7	America/Winnipeg	4	R0K	1124001432	['KILLARNEY']	['5021480']
Woodlands	Woodlands	MB	Manitoba	50.2408	-97.7358	3416.0	2.9	America/Winnipeg	4	R0C	1124530756	[]	[]
Lewisporte	Lewisporte	NL	Newfoundland and Labrador	49.23	-55.07	3409.0	92.4	America/St_Johns	3	A0G	1124582594	['STANHOPE']	['8403775']
Invermere	Invermere	BC	British Columbia	50.5083	-116.0303	3391.0	315.9	America/Edmonton	3	V0A	1124839399	['WINDERMERE', 'INVERMERE', 'INVERMERE 2', 'WINDERMERE 2']	['115H9NP', '1153655', '1153656', '115HR57']
Bifrost-Riverton	Bifrost-Riverton	MB	Manitoba	51.0603	-97.1436	3378.0	2.1	America/Winnipeg	3	R0C	1124000047	[]	[]
Ascot Corner	Ascot Corner	QC	Quebec	45.45	-71.7667	3368.0	41.3	America/Toronto	4	J0B	1124945733	['SHERBROOKE A', 'SHERBROOKE A', 'SHERBROOKE']	['7028124', '7028126', '7028123']
Cartier	Cartier	MB	Manitoba	49.9161	-97.7	3368.0	6.1	America/Winnipeg	3	R4K R0H	1124001073	['DACOTAH', 'ST EUSTACHE']	['5020648', '5022554']
Fossambault-sur-le-Lac	Fossambault-sur-le-Lac	QC	Quebec	46.8667	-71.6167	3367.0	202.6	America/Toronto	3	G3N	1124001825	['DUCHESNAY', 'STE CATHERINE']	['7012240', '7016932']
Sainte-Anne-des-Lacs	Sainte-Anne-des-Lacs	QC	Quebec	45.85	-74.1333	3363.0	135.8	America/Toronto	3	J0R	1124001507	['CAMP TAMARACOUTA', 'ST JEROME', 'SHAWBRIDGE BOYS FARM']	['7031017', '7037400', '7037985']
Saint-Sulpice	Saint-Sulpice	QC	Quebec	45.8333	-73.35	3360.0	92.9	America/Toronto	3	J5W	1124000703	"['ILE BOUCHARD', ""L'ASSOMPTION""]"	['7013279', '7014160']
Penhold	Penhold	AB	Alberta	52.1333	-113.8667	3359.0	619.9	America/Edmonton	3	T0M	1124360682	['RED DEER A', 'RED DEER REGIONAL A', 'RED DEER REGIONAL A']	['3025480', '3025481', '3025484']
Powassan	Powassan	ON	Ontario	46.0825	-79.3619	3346.0	15.0	America/Toronto	3	P0H	1124971329	['BINGHAM CHUTE', 'POWASSAN VALLEYVIEW', 'TROUT CREEK']	['6110745', '6116703', '6118938']
Highlands East	Highlands East	ON	Ontario	44.9667	-78.25	3343.0	4.7	America/Toronto	3	K0L K0M	1124001598	[]	[]
Saint-Alphonse-de-Granby	Saint-Alphonse-de-Granby	QC	Quebec	45.3333	-72.8167	3341.0	66.7	America/Toronto	3	J0E	1124000185	['FARNHAM', 'GRANBY']	['7022320', '7022802']
Sainte-Claire	Sainte-Claire	QC	Quebec	46.6	-70.8667	3325.0	37.8	America/Toronto	3	G0R	1124401109	['ST MALACHIE']	['7057518']
Bright	Bright	NB	New Brunswick	46.1205	-67.0545	3317.0	8.2	America/Moncton	4	E6L E6E	1124001649	[]	[]
Ellison	Ellison	BC	British Columbia	49.9646	-119.3178	3316.0	40.6	America/Vancouver	4	V1X V1P	1124000194	['KELOWNA A', 'KELOWNA MWS0', 'KELOWNA AWOS', 'KELOWNA', 'KELOWNA UBCO']	['1123970', '11239R0', '1123965', '1123939', '1123996']
Percé	Perce	QC	Quebec	48.5333	-64.2167	3312.0	7.7	America/Toronto	3	G0C	1124000234	['PERCE']	['7055920']
Saint-Jean-Port-Joli	Saint-Jean-Port-Joli	QC	Quebec	47.2167	-70.2667	3304.0	47.9	America/Toronto	3	G0R	1124255737	[]	[]
East Hawkesbury	East Hawkesbury	ON	Ontario	45.5167	-74.4667	3296.0	14.0	America/Toronto	3	K6A K0B	1124000222	[]	[]
Buckland No. 491	Buckland No. 491	SK	Saskatchewan	53.3276	-105.7804	3277.0	4.2	America/Regina	4	S0J S6V	1124001476	[]	[]
Saint-André-d'Argenteuil	Saint-Andre-d'Argenteuil	QC	Quebec	45.5667	-74.3333	3275.0	33.5	America/Toronto	3	J0V	1124000962	[]	[]
Saint-Côme--Linière	Saint-Come--Liniere	QC	Quebec	46.0667	-70.5167	3274.0	21.8	America/Toronto	4	G0M	1124151898	['ST COME DE LINIERE']	['7027083']
Marathon	Marathon	ON	Ontario	48.75	-86.3667	3273.0	19.2	America/Toronto	3	P0T	1124974800	['MARATHON', 'MARATHON AIRPORT', 'MARATHON A']	['6044959', '6044961', '6044967']
Forestville	Forestville	QC	Quebec	48.7333	-69.0833	3270.0	16.8	America/Toronto	3	G0T	1124215354	['FORESTVILLE', 'FORESTVILLE NORD']	['7042378', '7042385']
Compton	Compton	QC	Quebec	45.2333	-71.8167	3270.0	15.8	America/Toronto	4	J0B	1124144541	"['COMPTON STATION', 'COMPTON STATION CDA FE', ""MOE'S RIVER""]"	['7021916', '7021917', '7025060']
Shuniah	Shuniah	ON	Ontario	48.5833	-88.8333	3247.0	5.7	America/Toronto	3	P0T P7A	1124000092	['LOON']	['6044612']
Inuvik	Inuvik	NT	Northwest Territories	68.3407	-133.6096	3243.0	51.9	America/Inuvik	4	X0E	1124116419	['INUVIK A', 'INUVIK CDA', 'INUVIK UA', 'INUVIK CR10', 'INUVIK AWOS A', 'INUVIK CLIMATE', 'INUVIK A']	['2202570', '2202580', '2202582', '2202569', '2202575', '2202578', '2202571']
Richmond	Richmond	QC	Quebec	45.6667	-72.15	3232.0	460.2	America/Toronto	3	J0B	1124924022	['RICHMOND']	['7026465']
Lake Cowichan	Lake Cowichan	BC	British Columbia	48.8258	-124.0542	3226.0	369.6	America/Vancouver	3	V0R	1124082843	['COWICHAN LAKE FORESTRY', 'COWICHAN LAKE HATCHERY', 'LAKE COWICHAN', 'LAKE COWICHAN']	['1012040', '1012046', '1012055', '1014493']
Saint-Gabriel-de-Valcartier	Saint-Gabriel-de-Valcartier	QC	Quebec	46.9333	-71.4667	3223.0	7.5	America/Toronto	3	G0A G3S	1124782327	['VALCARTIER A', 'VALCARTIER FES', 'VALCARTIER', 'VALCARTIER A']	['7018574', '7018577', '7018572', '7018573']
Gibbons	Gibbons	AB	Alberta	53.8278	-113.3228	3218.0	340.1	America/Edmonton	3	T0A	1124001097	[]	[]
Sables-Spanish Rivers	Sables-Spanish Rivers	ON	Ontario	46.2333	-82.0	3214.0	3.9	America/Toronto	3	P0P	1124000330	['MASSEY', 'MASSEY']	['6065005', '6065006']
Hillsburg-Roblin-Shell River	Hillsburg-Roblin-Shell River	MB	Manitoba	51.3343	-101.2929	3214.0	1.9	America/Winnipeg	4	R0L	1124001467	[]	[]
Port Hawkesbury	Port Hawkesbury	NS	Nova Scotia	45.6153	-61.3642	3214.0	396.6	America/Glace_Bay	3	B9A	1124913307	['BARRIE BROOK', 'PIRATE HARBOUR', 'POINT TUPPER', 'PORT HASTINGS', 'PORT HAWKESBURY A', 'HAWKESBURY', 'PORT HAWKESBURY']	['8200400', '8204425', '8204457', '8204480', '8204491', '8204493', '8204495']
Three Hills	Three Hills	AB	Alberta	51.7072	-113.2647	3212.0	475.7	America/Edmonton	3	T0M	1124247045	['THREE HILLS SOUTH', 'THREE HILLS', 'THREE HILLS EAST', 'THREE HILLS TOWN', 'THREE HILLS']	['302F4HF', '3026480', '3026484', '3026487', '3026479']
Kingston	Kingston	NB	New Brunswick	45.4663	-66.0217	3202.0	16.0	America/Moncton	4	E5N E5S	1124000116	['OAK POINT']	['8103780']
Paspebiac	Paspebiac	QC	Quebec	48.0333	-65.25	3198.0	33.8	America/Toronto	3	G0C	1124858850	['NEW CARLISLE', 'NEW CARLISLE 1']	['7055420', '7055422']
Saint-Thomas	Saint-Thomas	QC	Quebec	46.0167	-73.35	3193.0	33.6	America/Toronto	3	J0K	1124176940	['JOLIETTE', 'JOLIETTE VILLE', 'STE ELIZABETH']	['7013360', '7013362', '7017148']
Saint-Jean-Baptiste	Saint-Jean-Baptiste	QC	Quebec	45.5167	-73.1167	3191.0	44.3	America/Toronto	3	J0L	1124000869	['MONT ST HILAIRE', 'MONT ST HILAIRE MCGILL']	['7025330', '7025332']
Portneuf	Portneuf	QC	Quebec	46.7	-71.8833	3187.0	29.1	America/Toronto	3	G0A	1124993610	['DESCHAMBAULT', 'DESCHAMBAULT']	['7011982', '7011983']
Pictou	Pictou	NS	Nova Scotia	45.6814	-62.7119	3186.0	397.6	America/Halifax	3	B0K	1124595917	['ABERCROMBIE POINT', 'BRAESHORE', 'LYONS BROOK', 'PICTOU', 'PICTOU', 'PICTOU LYONS BROOK']	['8200015', '8200590', '8203230', '8204420', '8204421', '8204423']
Tisdale	Tisdale	SK	Saskatchewan	52.85	-104.05	3180.0	491.5	America/Regina	3	S0E	1124001086	['TISDALE']	['4078080']
Lake of Bays	Lake of Bays	ON	Ontario	45.3043	-79.018	3167.0	4.7	America/Toronto	4	P0B P0A P1H	1124000232	['RONVILLE']	['6117186']
Bishops Falls	Bishops Falls	NL	Newfoundland and Labrador	49.0167	-55.5167	3156.0	112.2	America/St_Johns	3	A0H	1124735612	"['BISHOPS FALLS', 'BISHOPS FALLS', 'RATTLING BROOK DEPOT', ""WOODDALE BISHOP'S FALLS""]"	['8400549', '8400550', '8403075', '8404310']
WestLake-Gladstone	WestLake-Gladstone	MB	Manitoba	50.2862	-98.8415	3154.0	1.7	America/Winnipeg	4	R0H R0J	1124001087	[]	[]
Normandin	Normandin	QC	Quebec	48.8333	-72.5333	3137.0	14.8	America/Toronto	3	G8M	1124410764	['ALBANEL', 'NORMANDIN CDA', 'NORMANDIN']	['7060080', '7065640', '7065639']
Mitchell	Mitchell	MB	Manitoba	49.5363	-96.7634	3136.0	856.7	America/Winnipeg	3	R5G	1124001295	['STEINBACH']	['5022780']
Saint-Alphonse-Rodriguez	Saint-Alphonse-Rodriguez	QC	Quebec	46.1833	-73.7	3134.0	32.0	America/Toronto	3	J0K	1124001435	[]	[]
Beauséjour	Beausejour	MB	Manitoba	50.0622	-96.5161	3126.0	584.4	America/Winnipeg	3	R0E	1124260967	['BEAUSEJOUR 2']	['5030160']
Dalhousie	Dalhousie	NB	New Brunswick	48.1	-66.6167	3126.0	205.3	America/Toronto	3	E8C	1124540945	[]	[]
Val-Morin	Val-Morin	QC	Quebec	46.0	-74.18	3123.0	79.7	America/Toronto	3	J0T	1124001446	[]	[]
Lac du Bonnet	Lac du Bonnet	MB	Manitoba	50.2577	-96.1209	3121.0	2.8	America/Winnipeg	4	R0E	1124000450	[]	[]
Clermont	Clermont	QC	Quebec	47.6833	-70.2333	3118.0	62.8	America/Toronto	3	G4A	1124937298	['BARRIERE CLERMONT', 'CLERMONT', 'LA MALBAIE']	['70404PA', '7041717', '7043960']
Virden	Virden	MB	Manitoba	49.8508	-100.9317	3114.0	370.2	America/Winnipeg	3	R0M	1124620072	['VIRDEN', 'VIRDEN WATER']	['5012960', '5012961']
Saint-Christophe-d'Arthabaska	Saint-Christophe-d'Arthabaska	QC	Quebec	46.0333	-71.8833	3111.0	45.1	America/Toronto	4	G6R G6S	1124000694	['ARTHABASKA', 'VICTORIAVILLE']	['7020305', '7028720']
Mont-Saint-Grégoire	Mont-Saint-Gregoire	QC	Quebec	45.3333	-73.1667	3086.0	38.8	America/Toronto	3	J0J	1124094125	['IBERVILLE']	['7023270']
Thurso	Thurso	QC	Quebec	45.5969	-75.2433	3084.0	463.8	America/Toronto	3	J0X	1124913486	['THURSO']	['7038500']
Wellington	Wellington	NB	New Brunswick	46.4768	-64.7478	3079.0	16.7	America/Moncton	4	E4S E4V	1124001391	['BOUCTOUCHE', 'BOUCTOUCHE CDA', 'BOUCTOUCHE CDA CS']	['8100590', '8100592', '8100593']
Cedar	Cedar	BC	British Columbia	49.0853	-123.8259	3078.0	91.3	America/Vancouver	4	V9X	1124000187	['STUART CHANNEL BOAT HARBOUR', 'NANAIMO A', 'NANAIMO A', 'NANAIMO A']	['102PG75', '1025370', '1025369', '1025365']
Saint-Gabriel	Saint-Gabriel	QC	Quebec	46.3	-73.3833	3068.0	1012.3	America/Toronto	3	J0K	1124920056	['ST CHARLES DE MANDEVILLE', 'ST GABRIEL DE BRANDON']	['7016960', '7017270']
Merrickville	Merrickville	ON	Ontario	44.8539	-75.8269	3067.0	14.3	America/Toronto	4	K0G	1124846224	[]	[]
Saint-Liboire	Saint-Liboire	QC	Quebec	45.65	-72.7667	3051.0	41.9	America/Toronto	3	J0H	1124016354	['BRITANNIA MILLS', 'UPTON']	['7020835', '7028570']
Dégelis	Degelis	QC	Quebec	47.55	-68.65	3051.0	5.5	America/Toronto	3	G5T	1124001549	['STE ROSE DU DEGELIS']	['7057720']
Morris	Morris	MB	Manitoba	49.3986	-97.4592	3047.0	2.9	America/Winnipeg	4	R0G	1124001886	['MORRIS', 'MORRIS EXP ST', 'MORRIS 2']	['5021920', '5021960', '5021965']
Saint-Alexis-des-Monts	Saint-Alexis-des-Monts	QC	Quebec	46.4667	-73.1333	3046.0	2.9	America/Toronto	3	J0K	1124120192	[]	[]
Cap-Saint-Ignace	Cap-Saint-Ignace	QC	Quebec	47.0333	-70.4667	3045.0	14.6	America/Toronto	3	G0R	1124138813	['ILE AUX GRUES']	['701LBPH']
Fort Macleod	Fort Macleod	AB	Alberta	49.7256	-113.3975	3038.0	126.8	America/Edmonton	3	T0L	1124975838	['FORT MACLEOD', 'FORT MACLEOD EXP ST', 'FORT MACLEOD EXP ST 2', 'FORT MACLEOD AGCM']	['3032680', '3032685', '3032686', '3032683']
Enderby	Enderby	BC	British Columbia	50.5508	-119.1397	3028.0	695.8	America/Vancouver	3	V0E	1124312550	['ARMSTRONG HULLCAR', 'ENDERBY', 'ENDERBY VALECAIRN FARM']	['1160483', '1162680', '1162683']
Carman	Carman	MB	Manitoba	49.4992	-98.0008	3027.0	702.4	America/Winnipeg	3	R0G	1124732787	['CARMAN 3', 'CARMAN 2', 'CARMAN U OF M CS']	['5020N53', '5020553', '502I001']
Saint-Anaclet-de-Lessard	Saint-Anaclet-de-Lessard	QC	Quebec	48.48	-68.42	3019.0	23.9	America/Toronto	4	G0K	1124764523	['LUCEVILLE', 'POINTE AU PERE', 'POINTE-AU-PERE (INRS)']	['7054355', '7056067', '7056068']
Stoke	Stoke	QC	Quebec	45.5333	-71.8	3014.0	11.8	America/Toronto	4	J0B	1124001196	[]	[]
Adelaide-Metcalfe	Adelaide-Metcalfe	ON	Ontario	42.95	-81.7	3011.0	9.1	America/Toronto	3	N0M N7G	1124000926	['METCALFE', 'STRATHROY', 'STRATHROY-MULLIFARRY']	['6145064', '6148120', '6148122']
Melancthon	Melancthon	ON	Ontario	44.15	-80.2667	3008.0	9.7	America/Toronto	3	L9V	1124736504	[]	[]
Cap Santé	Cap Sante	QC	Quebec	46.6667	-71.7833	2996.0	54.7	America/Toronto	3	G0A	1124080648	['DONNACONA', 'DONNACONA 2', 'STE CROIX']	['7012070', '7012071', '7027088']
Saint-David-de-Falardeau	Saint-David-de-Falardeau	QC	Quebec	48.6167	-71.1167	2996.0	7.5	America/Toronto	4	G0V	1124001854	['FALARDEAU', 'CHUTE AUX GALETS']	['706KC09', '7061520']
Harbour Grace	Harbour Grace	NL	Newfoundland and Labrador	47.6917	-53.2167	2995.0	88.8	America/St_Johns	3	A0A	1124871661	['CARBONEAR', 'HARBOUR GRACE', 'HARBOUR GRACE']	['8401075', '8402075', '8402076']
Houston	Houston	BC	British Columbia	54.3975	-126.6419	2993.0	41.0	America/Vancouver	3	V0J	1124993327	['HOUSTON', 'HOUSTON']	['1073612', '1073615']
Springdale	Springdale	NL	Newfoundland and Labrador	49.4974	-56.0727	2971.0	168.8	America/St_Johns	3	A0J	1124612197	['SPRINGDALE', 'SPRINGDALE GB FARM']	['8403700', '8403702']
Pemberton	Pemberton	BC	British Columbia	50.3203	-122.8053	2970.0	217.5	America/Vancouver	3	V0N	1124476252	['PEMBERTON AIRPORT CS', 'PEMBERTON BCFS', 'PEMBERTON AIRPORT (WIND)', 'PEMBERTON AIRPORT CWS']	['1086082', '1086083', '1086081', '1086085']
Athabasca	Athabasca	AB	Alberta	54.7197	-113.2856	2965.0	168.0	America/Edmonton	3	T9S	1124006333	['ATHABASCA 1', 'ATHABASCA', 'ATHABASCA 3', 'ATHABASCA EXP ST', 'ATHABASCA LANDING']	['3060L20', '3060320', '3060322', '3060337', '3060352']
Saint-Ferréol-les-Neiges	Saint-Ferreol-les-Neiges	QC	Quebec	47.1167	-70.85	2964.0	35.6	America/Toronto	3	G0A	1124255920	['CAP TOURMENTE', 'MONT STE ANNE', 'ST FEREOL', 'ST JOACHIM', 'ST TITE DES CAPS', 'CAP-TOURMENTE', 'MONT STE-ANNE']	['7041177', '7045325', '7047250', '7047415', '7047762', '7041JG6', '7045326']
Laurentian Hills	Laurentian Hills	ON	Ontario	46.1333	-77.55	2961.0	4.6	America/Toronto	3	K0J	1124000976	[]	[]
Grand Valley	Grand Valley	ON	Ontario	43.95	-80.3667	2956.0	18.7	America/Toronto	3	L9W	1124627074	['LUTHER DAM', 'MONTICELLO']	['6144715', '6145267']
Senneterre	Senneterre	QC	Quebec	48.3833	-77.2333	2953.0	0.2	America/Toronto	3	J0Y	1124548422	['SENNETERRE', 'SENNETERRE', 'SENNETERRE A', 'SENNETERRE (RADAR)']	['7097888', '7097900', '7097902', '7097906']
Saint-Mathieu-de-Beloeil	Saint-Mathieu-de-Beloeil	QC	Quebec	45.5667	-73.2	2952.0	74.9	America/Toronto	3	J3G	1124000340	['MONT ST HILAIRE', 'MONT ST HILAIRE MCGILL', 'STE MADELEINE']	['7025328', '7025332', '7027517']
Sainte-Marie-Madeleine	Sainte-Marie-Madeleine	QC	Quebec	45.6	-73.1	2935.0	57.7	America/Toronto	4	J0H	1124000666	['MONT ST HILAIRE', 'MONT ST HILAIRE', 'MONT ST HILAIRE MCGILL', 'STE MADELEINE']	['7025328', '7025330', '7025332', '7027517']
Admaston/Bromley	Admaston/Bromley	ON	Ontario	45.5292	-76.8969	2935.0	5.6	America/Toronto	3	K7V K0J	1124001494	[]	[]
North Algona Wilberforce	North Algona Wilberforce	ON	Ontario	45.6167	-77.2	2915.0	7.7	America/Toronto	3	K8A K0J	1124001620	[]	[]
Errington	Errington	BC	British Columbia	49.2874	-124.3433	2907.0	105.9	America/Vancouver	4	V0R V9P	1124001138	['COOMBS', 'FRENCH CREEK', 'PARKSVILLE', 'PARKSVILLE NORTHWEST', 'PARKSVILLE SOUTH', 'QUALICUM BEACH', 'QUALICUM BEACH YAMBURY', 'QUALICUM BEACH AIRPORT']	['1021850', '1023037', '1025970', '1025975', '1025977', '1026563', '1026564', '1026562']
Wawa	Wawa	ON	Ontario	47.9931	-84.7736	2905.0	7.0	America/Toronto	3	P0S	1124381797	['WAWA A', 'WAWA (AUT)', 'WAWA', 'WAWA A', 'WAWA A']	['6059D09', '6059408', '6059409', '6059407', '6059413']
Sainte-Mélanie	Sainte-Melanie	QC	Quebec	46.1333	-73.5167	2892.0	38.1	America/Toronto	3	J0K	1124173990	[]	[]
Horton	Horton	ON	Ontario	45.5	-76.6667	2887.0	18.2	America/Toronto	3	K7V	1124001850	['RENFREW']	['6107002']
Saint-Paul-d'Abbotsford	Saint-Paul-d'Abbotsford	QC	Quebec	45.4333	-72.8833	2886.0	36.3	America/Toronto	4	J0E	1124492372	[]	[]
Saint-Michel	Saint-Michel	QC	Quebec	45.2333	-73.5667	2884.0	48.2	America/Toronto	3	J0L	1124926265	['ST REMI']	['7027690']
Botwood	Botwood	NL	Newfoundland and Labrador	49.15	-55.3667	2875.0	191.0	America/St_Johns	3	A0H	1124634384	['BOTWOOD']	['8400650']
Coalhurst	Coalhurst	AB	Alberta	49.7457	-112.9319	2869.0	931.3	America/Edmonton	3	T0L	1124001548	['LETHBRIDGE']	['3033879']
Saint-Marc-des-Carrières	Saint-Marc-des-Carrieres	QC	Quebec	46.6833	-72.05	2862.0	172.0	America/Toronto	3	G0A	1124924445	['ST ALBAN', 'DESCHAMBAULT']	['7016800', '7011983']
Stanstead	Stanstead	QC	Quebec	45.0167	-72.1	2857.0	125.8	America/Toronto	3	J0B	1124000851	['STANSTEAD']	['7028280']
Sainte-Anne-de-Beaupré	Sainte-Anne-de-Beaupre	QC	Quebec	47.0167	-70.9333	2854.0	45.6	America/Toronto	3	G0A	1124323389	['STE ANNE DE BEAUPRE', 'MONT STE-ANNE']	['7046837', '7045326']
Sainte-Luce	Sainte-Luce	QC	Quebec	48.55	-68.38	2851.0	39.0	America/Toronto	3	G0K	1124000034	['LUCEVILLE', 'POINTE-AU-PERE (INRS)']	['7054355', '7056068']
Saint-Joseph-de-Sorel	Saint-Joseph-de-Sorel	QC	Quebec	46.0446	-73.1308	2850.0	1164.5	America/Toronto	3	J3R	1124557970	['BERTHIERVILLE', 'SOREL']	['7010720', '7028200']
Rankin Inlet	Rankin Inlet	NU	Nunavut	62.83	-92.1321	2842.0	140.4	America/Rankin_Inlet	4	X0C	1124057160	['RANKIN INLET', 'RANKIN INLET A', 'RANKIN INLET ARTC', 'RANKIN INLET A']	['2303400', '2303401', '2303403', '2303405']
Kingsclear	Kingsclear	NB	New Brunswick	45.8796	-66.8695	2839.0	18.9	America/Moncton	4	E3E	1124744497	['KINGS LANDING']	['8102314']
Princeton	Princeton	BC	British Columbia	49.4589	-120.506	2828.0	47.4	America/Vancouver	3	V0X	1124790102	['PRINCETON', 'PRINCETON A', 'PRINCETON CS', 'PRINCETON A', 'PRINCETON A']	['1126505', '1126510', '112FN0M', '1126511', '1126518']
La Loche	La Loche	SK	Saskatchewan	56.4833	-109.4333	2827.0	181.3	America/Swift_Current	3	S0M	1124048077	[]	[]
Ferme-Neuve	Ferme-Neuve	QC	Quebec	46.7	-75.45	2822.0	3.6	America/Toronto	3	J0W	1124159065	['FERME NEUVE']	['7032370']
Yamachiche	Yamachiche	QC	Quebec	46.2667	-72.8333	2813.0	26.4	America/Toronto	3	G0X	1124138672	[]	[]
Adstock	Adstock	QC	Quebec	46.05	-71.08	2806.0	9.7	America/Toronto	4	G0N	1124001673	[]	[]
Cowichan Bay	Cowichan Bay	BC	British Columbia	48.7666	-123.6743	2799.0	104.5	America/Vancouver	4	V9L	1124254242	['COWICHAN BAY SOUTHEAST', 'CROFTON', 'DUNCAN', 'DUNCAN EAST', 'DUNCAN FORESTRY', 'DUNCAN KELVIN CREEK', 'NORTH COWICHAN', 'DUNCAN GLENORA', 'NORTH COWICHAN']	['1012018', '1012190', '1012550', '1012566', '1012570', '1012573', '1015628', '1022571', '1015630']
Vanscoy No. 345	Vanscoy No. 345	SK	Saskatchewan	52.0073	-107.0552	2799.0	3.3	America/Swift_Current	4	S0K S0L S7K	1124001166	['DELISLE', 'VANSCOY UPPER AIR', 'VANSCOY COMINCO']	['4052175', '4058420', '4058425']
Enniskillen	Enniskillen	ON	Ontario	42.8167	-82.125	2796.0	8.3	America/Toronto	3	N0N	1124001379	['OIL SPRINGS', 'PETROLIA ROKEBY']	['6125770', '6126498']
Royston	Royston	BC	British Columbia	49.6405	-124.9406	2791.0	152.4	America/Vancouver	4	V9N	1124000692	['CAPE LAZO', 'COMOX PCC', 'COURTENAY PUNTLEDGE', 'COURTENAY PUNTLEDGE BCHP', 'COURTENAY SANDWICK', 'CUMBERLAND']	['1021320', '1021838', '1021989', '1021990', '1021994', '1022250']
Bonaventure	Bonaventure	QC	Quebec	48.05	-65.4833	2775.0	26.6	America/Toronto	3	G0C	1124014798	['BONAVENTURE']	['7050817']
Pohénégamook	Pohenegamook	QC	Quebec	47.4667	-69.2167	2770.0	8.1	America/Toronto	3	G0L	1124000688	['ST ELEUTHERE']	['7057145']
Saint-Isidore	Saint-Isidore	QC	Quebec	45.3	-73.68	2769.0	53.0	America/Toronto	3	J0L	1124775572	['ST REMI']	['7027690']
Wakefield	Wakefield	NB	New Brunswick	46.2406	-67.6248	2767.0	14.1	America/Moncton	4	E7M E7P	1124000329	[]	[]
Arviat	Arviat	NU	Nunavut	61.0996	-94.1688	2766.0	20.1	America/Rankin_Inlet	4	X0C	1124309634	['ARVIAT A', 'ARVIAT CLIMATE', 'ARVIAT AWOS', 'ARVIAT A', 'ARVIAT A']	['2300MKF', '2301153', '2300426', '2300427', '2300428']
